"id";"detection_timestamp";"vehicle_number";"car_id";"frame_number";"confidence_score";"vehicle_color";"vehicle_model";"detection_location";"image_path";"video_source";"additional_info";"matched_stolen_id";"match_severity"
132;"2026-03-09 15:47:16";"OD06HU0000";0;1200;0.79;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
133;"2026-03-09 15:48:40";"AP28CC0000";0;1760;0.82;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
134;"2026-03-09 15:48:55";"KA84KA0000";0;1840;0.9;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
135;"2026-03-09 15:49:17";"KA84KA0000";0;1920;0.86;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
136;"2026-03-09 15:53:47";"KA20ZT0001";0;60;0.83;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
137;"2026-03-09 15:54:50";"KA11LA0033";0;240;0.62;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
138;"2026-03-09 15:55:53";"KA01QS4524";2;420;0.69;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
139;"2026-03-09 15:56:11";"KA03KA0000";0;420;0.75;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
140;"2026-03-09 15:56:47";"KA03KA0000";4;540;0.94;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
141;"2026-03-09 15:57:04";"KA01OH5710";4;600;0.7;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
142;"2026-03-09 15:58:36";"AP07OT2111";3;1080;0.64;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
143;"2026-03-09 15:59:09";"OD06HU0000";1;1200;0.79;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
144;"2026-03-09 15:59:34";"SK06UG0000";1;1260;0.64;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
145;"2026-03-09 15:59:58";"KA05CK0000";0;1320;0.81;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
146;"2026-03-09 16:00:08";"AP14EA7247";1;1320;0.61;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
147;"2026-03-09 16:00:29";"KA66GG0671";0;1380;0.62;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
148;"2026-03-09 16:00:39";"KA52AS0000";1;1380;0.76;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
149;"2026-03-09 16:01:04";"AP28CC0000";1;1500;0.79;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
150;"2026-03-09 16:01:47";"KA84KA0000";1;1740;0.74;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
151;"2026-03-09 16:02:00";"AP28CC0000";0;1800;0.86;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
152;"2026-03-09 16:02:15";"KA84KA0000";1;1860;0.88;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
153;"2026-03-09 16:02:38";"KA84KA0000";1;1920;0.86;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
154;"2026-03-09 16:03:04";"AP58NC0111";1;2040;0.73;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
155;"2026-03-09 16:09:14";"KA11LA0033";0;240;0.62;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
156;"2026-03-09 16:09:29";"KA10KA0033";0;280;0.6;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
157;"2026-03-09 16:09:46";"KA11LA0033";0;320;0.66;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
158;"2026-03-09 16:10:27";"KA27ZA0033";0;400;0.61;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
159;"2026-03-09 16:11:36";"KA41AA0033";0;520;0.65;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
160;"2026-03-09 16:11:50";"KA00AO0000";3;560;0.72;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
161;"2026-03-09 16:12:06";"KA01OH5710";4;600;0.7;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
162;"2026-03-09 16:12:28";"KA00OK0000";0;640;0.79;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
163;"2026-03-09 16:14:35";"AP07OT2111";3;1080;0.64;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
164;"2026-03-09 16:14:55";"AP24ZE0284";1;1160;0.64;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
165;"2026-03-09 16:15:04";"AP07OT0217";0;1160;0.73;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
166;"2026-03-09 16:15:23";"OD06HU0000";1;1200;0.79;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
167;"2026-03-09 16:16:22";"KA05CK0000";0;1320;0.81;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
168;"2026-03-09 16:16:32";"AP14EA7247";1;1320;0.61;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
169;"2026-03-09 16:17:18";"AP28CC4237";1;1400;0.73;"";"";"";"";"C:/Users/steph/Downloads/12356945_3840_2160_60fps.mp4";"";0;""
